indicator,facility_id,state,year,quarter,month,facility_level,value,unit,cohort_direction
Reporting Completeness,CRS007,CROSS RIVER,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS007,CROSS RIVER,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,7,,25.0,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS008,CROSS RIVER,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS009,CROSS RIVER,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS010,CROSS RIVER,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS011,CROSS RIVER,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS012,CROSS RIVER,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS013,CROSS RIVER,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS014,CROSS RIVER,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,1,,25.0,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,CRS015,CROSS RIVER,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,LAG099,CROSS RIVER,,,7,,,Percent (Per expected reports),
Reporting Completeness,LAG099,CROSS RIVER,,,9,,,Percent (Per expected reports),
Reporting Completeness,NAS999,CROSS RIVER,,,10,,,Percent (Per expected reports),
Reporting Completeness,NAS999,CROSS RIVER,,,11,,,Percent (Per expected reports),
Reporting Completeness,TMP001,CROSS RIVER,,,1,,,Percent (Per expected reports),
Reporting Completeness,TMP001,CROSS RIVER,,,4,,,Percent (Per expected reports),
Reporting Completeness,TMP001,CROSS RIVER,,,5,,,Percent (Per expected reports),
Reporting Completeness,TMP001,CROSS RIVER,,,7,,,Percent (Per expected reports),
Reporting Completeness,TMP001,CROSS RIVER,,,8,,,Percent (Per expected reports),
Reporting Completeness,TMP001,CROSS RIVER,,,9,,,Percent (Per expected reports),
Reporting Completeness,XXX999,CROSS RIVER,,,1,,,Percent (Per expected reports),
Reporting Completeness,XXX999,CROSS RIVER,,,7,,,Percent (Per expected reports),
Reporting Completeness,XXX999,CROSS RIVER,,,10,,,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT001,FCT,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,9,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT002,FCT,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,1,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT003,FCT,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,3,,100.0,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT004,FCT,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,3,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,4,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,5,,100.0,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,11,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT005,FCT,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,7,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT006,FCT,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,5,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,10,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT007,FCT,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,2,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,6,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,10,,100.0,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT008,FCT,,,12,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,2,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,3,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,4,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,5,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,6,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,7,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,8,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,9,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,10,,50.0,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,11,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT009,FCT,,,12,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT010,FCT,,,1,,33.33,Percent (Per expected reports),
Reporting Completeness,FCT010,FCT,,,2,,33.33,Percent (Per expected reports),
